WAFERID,LOTID,WAFERNO,LOTTYPE,EVENTTIME,MATERIALID,SLOTNO,NETDIE,PRODCTGROUP,CATEGORY,EQPNAME,COMMENT,BINTOTAL,BIN00,BIN01,BIN02,BIN03,BIN04,BIN05,BIN06,BIN07,BIN08,BIN09,BIN10,BIN11,BIN12,BIN13,BIN14,BIN15,BIN16,BIN17,BIN18,BIN19,BIN20,BIN21,BIN22,BIN23,BIN24,BIN25,BIN26,BIN27,BIN28,BIN29,BIN30
NAGAT0613,NAGAT0610,A1D4T9,A,2022-02-01 16:18:50,SR806DX20F05,8,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8081,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0614,NAGAT0610,A1D4TA,A,2022-02-01 16:18:50,SR806DX20F05,5,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8086,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0615,NAGAT0610,A1D4TB,A,2022-02-01 16:18:50,SR806DX20F05,2,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8073,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0616,NAGAT0610,A1D4TC,A,2022-02-01 16:18:50,SR806DX20F05,23,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8072,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0617,NAGAT0610,A1D4TD,A,2022-02-01 16:18:50,SR806DX20F05,21,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8090,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0618,NAGAT0610,A1D4TE,A,2022-02-01 16:18:50,SR806DX20F05,20,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8085,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0619,NAGAT0610,A1D4TF,A,2022-02-01 16:18:50,SR806DX20F05,17,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8062,5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061A,NAGAT0610,A1D4TG,A,2022-02-01 16:18:50,SR806DX20F05,15,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8085,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061B,NAGAT0610,A1D4TH,A,2022-02-01 16:18:50,SR806DX20F05,13,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8077,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061C,NAGAT0610,A1D4TI,A,2022-02-01 16:18:50,SR806DX20F05,10,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8068,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061D,NAGAT0610,A1D4TJ,A,2022-02-01 16:18:50,SR806DX20F05,11,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8088,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061E,NAGAT0610,A1D4TK,A,2022-02-01 16:18:50,SR806DX20F05,9,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8076,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061F,NAGAT0610,A1D4TL,A,2022-02-01 16:18:50,SR806DX20F05,7,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8079,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061G,NAGAT0610,A1D4TM,A,2022-02-01 16:18:50,SR806DX20F05,6,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8081,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061H,NAGAT0610,A1D4TN,A,2022-02-01 16:18:50,SR806DX20F05,4,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,7994,35,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061I,NAGAT0610,A1D4TO,A,2022-02-01 16:18:50,SR806DX20F05,3,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8053,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061J,NAGAT0610,A1D4TP,A,2022-02-01 16:18:50,SR806DX20F05,1,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8084,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061K,NAGAT0610,A1D4TQ,A,2022-02-01 16:18:50,SR806DX20F05,16,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8073,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061L,NAGAT0610,A1D4TR,A,2022-02-01 16:18:50,SR806DX20F05,22,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8078,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061M,NAGAT0610,A1D4TS,A,2022-02-01 16:18:50,SR806DX20F05,19,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8080,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT061N,NAGAT0610,A1D4TT,A,2022-02-01 16:18:50,SR806DX20F05,18,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8087,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0631,NAGAT0630,A1D4XV,A,2022-02-01 17:13:52,SR806DX20F05,22,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8003,6,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0632,NAGAT0630,A1D4XW,A,2022-02-01 17:13:52,SR806DX20F05,20,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8053,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0633,NAGAT0630,A1D4XX,A,2022-02-01 17:13:52,SR806DX20F05,23,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8010,19,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0634,NAGAT0630,A1D4XY,A,2022-02-01 17:13:52,SR806DX20F05,24,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8000,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0635,NAGAT0630,A1D4XZ,A,2022-02-01 17:13:52,SR806DX20F05,1,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8058,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0636,NAGAT0630,A1D4Y0,A,2022-02-01 17:13:52,SR806DX20F05,2,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8049,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0637,NAGAT0630,A1D4Y1,A,2022-02-01 17:13:52,SR806DX20F05,3,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8065,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0638,NAGAT0630,A1D4Y2,A,2022-02-01 17:13:52,SR806DX20F05,4,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8038,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0639,NAGAT0630,A1D4Y3,A,2022-02-01 17:13:52,SR806DX20F05,5,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8059,2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063A,NAGAT0630,A1D4Y4,A,2022-02-01 17:13:52,SR806DX20F05,6,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8055,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063B,NAGAT0630,A1D4Y5,A,2022-02-01 17:13:52,SR806DX20F05,7,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8048,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063C,NAGAT0630,A1D4Y6,A,2022-02-01 17:13:52,SR806DX20F05,10,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8046,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063D,NAGAT0630,A1D4Y7,A,2022-02-01 17:13:52,SR806DX20F05,9,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8054,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063E,NAGAT0630,A1D4Y8,A,2022-02-01 17:13:52,SR806DX20F05,8,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8047,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063F,NAGAT0630,A1D4Y9,A,2022-02-01 17:13:52,SR806DX20F05,11,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8049,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063G,NAGAT0630,A1D4YA,A,2022-02-01 17:13:52,SR806DX20F05,12,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8032,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063H,NAGAT0630,A1D4YB,A,2022-02-01 17:13:52,SR806DX20F05,13,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8055,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063I,NAGAT0630,A1D4YC,A,2022-02-01 17:13:52,SR806DX20F05,14,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8079,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063J,NAGAT0630,A1D4YD,A,2022-02-01 17:13:52,SR806DX20F05,15,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8049,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063K,NAGAT0630,A1D4YE,A,2022-02-01 17:13:52,SR806DX20F05,16,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8048,5,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063L,NAGAT0630,A1D4YF,A,2022-02-01 17:13:52,SR806DX20F05,17,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8058,2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063M,NAGAT0630,A1D4YG,A,2022-02-01 17:13:52,SR806DX20F05,18,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8043,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063N,NAGAT0630,A1D4YH,A,2022-02-01 17:13:52,SR806DX20F05,19,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8060,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT063O,NAGAT0630,A1D4YI,A,2022-02-01 17:13:52,SR806DX20F05,21,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8008,2,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO0531,NAGAO0530,A1D1UW,A,2022-02-01 18:22:05,SX806CYHRF01,11,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10230,2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO0532,NAGAO0530,A1D1UX,A,2022-02-01 18:22:05,SX806CYHRF01,12,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10233,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO0533,NAGAO0530,A1D1UY,A,2022-02-01 18:22:05,SX806CYHRF01,13,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10209,4,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO0534,NAGAO0530,A1D1UZ,A,2022-02-01 18:22:05,SX806CYHRF01,14,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10228,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO0535,NAGAO0530,A1D1V0,A,2022-02-01 18:22:05,SX806CYHRF01,3,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10227,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO0536,NAGAO0530,A1D1V1,A,2022-02-01 18:22:05,SX806CYHRF01,16,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10227,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO0537,NAGAO0530,A1D1V2,A,2022-02-01 18:22:05,SX806CYHRF01,18,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10240,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO0538,NAGAO0530,A1D1V3,A,2022-02-01 18:22:05,SX806CYHRF01,17,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10243,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO0539,NAGAO0530,A1D1V4,A,2022-02-01 18:22:05,SX806CYHRF01,19,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10240,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053A,NAGAO0530,A1D1V5,A,2022-02-01 18:22:05,SX806CYHRF01,21,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10250,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053B,NAGAO0530,A1D1V6,A,2022-02-01 18:22:05,SX806CYHRF01,22,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10244,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053C,NAGAO0530,A1D1V7,A,2022-02-01 18:22:05,SX806CYHRF01,20,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10254,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053D,NAGAO0530,A1D1V8,A,2022-02-01 18:22:05,SX806CYHRF01,24,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10236,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053E,NAGAO0530,A1D1V9,A,2022-02-01 18:22:05,SX806CYHRF01,23,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10237,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053F,NAGAO0530,A1D1VA,A,2022-02-01 18:22:05,SX806CYHRF01,2,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10250,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053G,NAGAO0530,A1D1VB,A,2022-02-01 18:22:05,SX806CYHRF01,1,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10119,6,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053H,NAGAO0530,A1D1VC,A,2022-02-01 18:22:05,SX806CYHRF01,15,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10250,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053I,NAGAO0530,A1D1VD,A,2022-02-01 18:22:05,SX806CYHRF01,5,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10235,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053J,NAGAO0530,A1D1VE,A,2022-02-01 18:22:05,SX806CYHRF01,4,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10222,4,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053K,NAGAO0530,A1D1VF,A,2022-02-01 18:22:05,SX806CYHRF01,6,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10253,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053L,NAGAO0530,A1D1VG,A,2022-02-01 18:22:05,SX806CYHRF01,7,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10244,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053M,NAGAO0530,A1D1VH,A,2022-02-01 18:22:05,SX806CYHRF01,8,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10246,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053N,NAGAO0530,A1D1VI,A,2022-02-01 18:22:05,SX806CYHRF01,10,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10240,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAO053O,NAGAO0530,A1D1VJ,A,2022-02-01 18:22:05,SX806CYHRF01,9,9840,TC-CSP,TC_DPX,외관검사기#8, ,10271,10249,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL0961,NAGAL0960,C0NI2Y,A,2022-02-01 19:11:47,SR806DXY0F07,8,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9852,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL0962,NAGAL0960,C0NI2Z,A,2022-02-01 19:11:47,SR806DXY0F07,10,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9850,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL0963,NAGAL0960,C0NI30,A,2022-02-01 19:11:47,SR806DXY0F07,13,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9849,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL0964,NAGAL0960,C0NI31,A,2022-02-01 19:11:47,SR806DXY0F07,15,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9857,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL0965,NAGAL0960,C0NI32,A,2022-02-01 19:11:47,SR806DXY0F07,18,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9855,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL0966,NAGAL0960,C0NI33,A,2022-02-01 19:11:47,SR806DXY0F07,21,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9836,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL0967,NAGAL0960,C0NI34,A,2022-02-01 19:11:47,SR806DXY0F07,24,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9849,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL0968,NAGAL0960,C0NI35,A,2022-02-01 19:11:47,SR806DXY0F07,2,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9842,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL0969,NAGAL0960,C0NI36,A,2022-02-01 19:11:47,SR806DXY0F07,4,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9856,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096A,NAGAL0960,C0NI37,A,2022-02-01 19:11:47,SR806DXY0F07,7,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9843,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096B,NAGAL0960,C0NI38,A,2022-02-01 19:11:47,SR806DXY0F07,9,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9840,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096C,NAGAL0960,C0NI39,A,2022-02-01 19:11:47,SR806DXY0F07,11,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9844,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096D,NAGAL0960,C0NI3A,A,2022-02-01 19:11:47,SR806DXY0F07,12,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9852,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096E,NAGAL0960,C0NI3B,A,2022-02-01 19:11:47,SR806DXY0F07,14,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9853,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096F,NAGAL0960,C0NI3C,A,2022-02-01 19:11:47,SR806DXY0F07,16,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9853,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096G,NAGAL0960,C0NI3D,A,2022-02-01 19:11:47,SR806DXY0F07,17,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9847,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096H,NAGAL0960,C0NI3E,A,2022-02-01 19:11:47,SR806DXY0F07,19,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9840,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096I,NAGAL0960,C0NI3F,A,2022-02-01 19:11:47,SR806DXY0F07,20,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9851,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096J,NAGAL0960,C0NI3G,A,2022-02-01 19:11:47,SR806DXY0F07,22,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9853,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096K,NAGAL0960,C0NI3H,A,2022-02-01 19:11:47,SR806DXY0F07,23,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9852,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096L,NAGAL0960,C0NI3I,A,2022-02-01 19:11:47,SR806DXY0F07,1,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9819,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096M,NAGAL0960,C0NI3J,A,2022-02-01 19:11:47,SR806DXY0F07,3,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9854,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096N,NAGAL0960,C0NI3K,A,2022-02-01 19:11:47,SR806DXY0F07,5,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9824,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAL096O,NAGAL0960,C0NI3L,A,2022-02-01 19:11:47,SR806DXY0F07,6,8761,TC-WLP,TC_MOLD,외관검사기#8, ,9859,9815,16,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS0961,NAGAS0960,B1J2QA,A,2022-02-01 20:00:43,SW742ALC0F05,4,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6201,23,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS0962,NAGAS0960,B1J2QB,A,2022-02-01 20:00:43,SW742ALC0F05,7,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6215,1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS0963,NAGAS0960,B1J2QC,A,2022-02-01 20:00:43,SW742ALC0F05,10,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6262,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS0964,NAGAS0960,B1J2QD,A,2022-02-01 20:00:43,SW742ALC0F05,12,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6260,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS0965,NAGAS0960,B1J2QE,A,2022-02-01 20:00:43,SW742ALC0F05,15,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6258,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS0966,NAGAS0960,B1J2QF,A,2022-02-01 20:00:43,SW742ALC0F05,18,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6259,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS0967,NAGAS0960,B1J2QG,A,2022-02-01 20:00:43,SW742ALC0F05,20,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6265,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS0968,NAGAS0960,B1J2QH,A,2022-02-01 20:00:43,SW742ALC0F05,22,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6250,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS0969,NAGAS0960,B1J2QI,A,2022-02-01 20:00:43,SW742ALC0F05,1,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6227,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096A,NAGAS0960,B1J2QJ,A,2022-02-01 20:00:43,SW742ALC0F05,2,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6249,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096B,NAGAS0960,B1J2QK,A,2022-02-01 20:00:43,SW742ALC0F05,3,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6257,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096C,NAGAS0960,B1J2QL,A,2022-02-01 20:00:43,SW742ALC0F05,5,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6258,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096D,NAGAS0960,B1J2QM,A,2022-02-01 20:00:43,SW742ALC0F05,6,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6253,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096E,NAGAS0960,B1J2QN,A,2022-02-01 20:00:43,SW742ALC0F05,8,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6251,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096F,NAGAS0960,B1J2QO,A,2022-02-01 20:00:43,SW742ALC0F05,9,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6257,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096G,NAGAS0960,B1J2QP,A,2022-02-01 20:00:43,SW742ALC0F05,11,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6242,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096H,NAGAS0960,B1J2QQ,A,2022-02-01 20:00:43,SW742ALC0F05,13,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6254,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096I,NAGAS0960,B1J2QR,A,2022-02-01 20:00:43,SW742ALC0F05,14,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6241,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096J,NAGAS0960,B1J2QS,A,2022-02-01 20:00:43,SW742ALC0F05,16,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6249,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096K,NAGAS0960,B1J2QT,A,2022-02-01 20:00:43,SW742ALC0F05,17,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6255,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096L,NAGAS0960,B1J2QU,A,2022-02-01 20:00:43,SW742ALC0F05,19,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6259,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096M,NAGAS0960,B1J2QV,A,2022-02-01 20:00:43,SW742ALC0F05,21,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6255,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096N,NAGAS0960,B1J2QW,A,2022-02-01 20:00:43,SW742ALC0F05,23,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6257,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAS096O,NAGAS0960,B1J2QX,A,2022-02-01 20:00:43,SW742ALC0F05,24,5467,TC-WLP,TC_MOLD,외관검사기#8, ,6270,6204,5,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0591,NAGAT0590,A1D4WJ,A,2022-02-01 20:55:43,SR806DX20F05,21,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8073,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAGAT0592,NAGAT0590,A1D4WK,A,2022-02-01 20:55:43,SR806DX20F05,24,6849,TC-WLP,TC_MOLD,외관검사기#8, ,8099,8094,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
