WAFERID,LOTID,WAFERNO,LOTTYPE,EVENTTIME,MATERIALID,SLOTNO,NETDIE,PRODCTGROUP,CATEGORY,EQPNAME,COMMENT,BINTOTAL,BIN00,BIN01,BIN02,BIN03,BIN04,BIN05,BIN06,BIN07,BIN08,BIN09,BIN10,BIN11,BIN12,BIN13,BIN14,BIN15,BIN16,BIN17,BIN18,BIN19,BIN20,BIN21,BIN22,BIN23,BIN24,BIN25,BIN26,BIN27,BIN28,BIN29,BIN30
NBGAV086O,NBGAV0860,A1D6H9,B,2022-02-09 22:33:05,SXG80CUDTF03,7,7300,TC-CSP,TC_DPX,외관검사기#8, ,7659,7571,10,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0931,NBGAU0930,B1J4GY,B,2022-02-09 22:36:32,SX806AH60F01,1,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5043,3,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0932,NBGAU0930,B1J4GZ,B,2022-02-09 22:36:32,SX806AH60F01,2,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5061,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0933,NBGAU0930,B1J4H0,B,2022-02-09 22:36:32,SX806AH60F01,13,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5057,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0934,NBGAU0930,B1J4H1,B,2022-02-09 22:36:32,SX806AH60F01,3,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5065,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0935,NBGAU0930,B1J4H2,B,2022-02-09 22:36:32,SX806AH60F01,4,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5062,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0936,NBGAU0930,B1J4H3,B,2022-02-09 22:36:32,SX806AH60F01,12,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5070,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0937,NBGAU0930,B1J4H4,B,2022-02-09 22:36:32,SX806AH60F01,5,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5057,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0938,NBGAU0930,B1J4H5,B,2022-02-09 22:36:32,SX806AH60F01,6,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5034,8,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0939,NBGAU0930,B1J4H6,B,2022-02-09 22:36:32,SX806AH60F01,11,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5064,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093A,NBGAU0930,B1J4H7,B,2022-02-09 22:36:32,SX806AH60F01,7,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5045,5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093B,NBGAU0930,B1J4H8,B,2022-02-09 22:36:32,SX806AH60F01,8,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5060,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093C,NBGAU0930,B1J4H9,B,2022-02-09 22:36:32,SX806AH60F01,10,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5053,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093D,NBGAU0930,B1J4HA,B,2022-02-09 22:36:32,SX806AH60F01,9,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5057,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093E,NBGAU0930,B1J4HB,B,2022-02-09 22:36:32,SX806AH60F01,15,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5064,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093F,NBGAU0930,B1J4HC,B,2022-02-09 22:36:32,SX806AH60F01,16,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5055,4,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093G,NBGAU0930,B1J4HD,B,2022-02-09 22:36:32,SX806AH60F01,17,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5064,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093H,NBGAU0930,B1J4HE,B,2022-02-09 22:36:32,SX806AH60F01,24,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5064,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093I,NBGAU0930,B1J4HF,B,2022-02-09 22:36:32,SX806AH60F01,18,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5070,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093J,NBGAU0930,B1J4HG,B,2022-02-09 22:36:32,SX806AH60F01,23,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5064,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093K,NBGAU0930,B1J4HH,B,2022-02-09 22:36:32,SX806AH60F01,19,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5061,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093L,NBGAU0930,B1J4HI,B,2022-02-09 22:36:32,SX806AH60F01,20,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5063,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093M,NBGAU0930,B1J4HJ,B,2022-02-09 22:36:32,SX806AH60F01,21,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5069,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093N,NBGAU0930,B1J4HK,B,2022-02-09 22:36:32,SX806AH60F01,14,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5057,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU093O,NBGAU0930,B1J4HL,B,2022-02-09 22:36:32,SX806AH60F01,22,4974,TC-CSP,TC_DPX,외관검사기#10, ,5093,5036,1,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A21,NBGAV0A20,C0NO2V,B,2022-02-09 23:07:28,SX897BH30F03,9,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4304,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A22,NBGAV0A20,C0NO2W,B,2022-02-09 23:07:28,SX897BH30F03,1,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4246,10,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A23,NBGAV0A20,C0NO2X,B,2022-02-09 23:07:28,SX897BH30F03,2,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4327,6,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A24,NBGAV0A20,C0NO2Y,B,2022-02-09 23:07:28,SX897BH30F03,3,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4302,8,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A25,NBGAV0A20,C0NO2Z,B,2022-02-09 23:07:28,SX897BH30F03,4,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4278,15,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A26,NBGAV0A20,C0NO30,B,2022-02-09 23:07:28,SX897BH30F03,15,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4322,4,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A27,NBGAV0A20,C0NO31,B,2022-02-09 23:07:28,SX897BH30F03,19,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4340,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A28,NBGAV0A20,C0NO32,B,2022-02-09 23:07:28,SX897BH30F03,6,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4317,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A29,NBGAV0A20,C0NO33,B,2022-02-09 23:07:28,SX897BH30F03,20,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4330,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2A,NBGAV0A20,C0NO34,B,2022-02-09 23:07:28,SX897BH30F03,8,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4325,4,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2B,NBGAV0A20,C0NO35,B,2022-02-09 23:07:28,SX897BH30F03,22,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4340,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2C,NBGAV0A20,C0NO36,B,2022-02-09 23:07:28,SX897BH30F03,23,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4342,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2D,NBGAV0A20,C0NO37,B,2022-02-09 23:07:28,SX897BH30F03,24,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4318,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2E,NBGAV0A20,C0NO38,B,2022-02-09 23:07:28,SX897BH30F03,10,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4288,2,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2F,NBGAV0A20,C0NO39,B,2022-02-09 23:07:28,SX897BH30F03,11,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4338,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2G,NBGAV0A20,C0NO3A,B,2022-02-09 23:07:28,SX897BH30F03,12,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4328,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2H,NBGAV0A20,C0NO3B,B,2022-02-09 23:07:28,SX897BH30F03,13,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4340,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2I,NBGAV0A20,C0NO3C,B,2022-02-09 23:07:28,SX897BH30F03,14,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4337,2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2J,NBGAV0A20,C0NO3D,B,2022-02-09 23:07:28,SX897BH30F03,5,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4307,4,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2K,NBGAV0A20,C0NO3E,B,2022-02-09 23:07:28,SX897BH30F03,16,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4347,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2L,NBGAV0A20,C0NO3F,B,2022-02-09 23:07:28,SX897BH30F03,17,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4326,5,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2M,NBGAV0A20,C0NO3G,B,2022-02-09 23:07:28,SX897BH30F03,7,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4294,10,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2N,NBGAV0A20,C0NO3H,B,2022-02-09 23:07:28,SX897BH30F03,18,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4325,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0A2O,NBGAV0A20,C0NO3I,B,2022-02-09 23:07:28,SX897BH30F03,21,4082,TC-CSP,TC_DPX,외관검사기#9, ,4377,4271,6,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0961,NBGAV0960,B1J59M,B,2022-02-09 23:10:09,SX897BH30F03,1,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4331,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0962,NBGAV0960,B1J59N,B,2022-02-09 23:10:09,SX897BH30F03,2,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4355,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0963,NBGAV0960,B1J59O,B,2022-02-09 23:10:09,SX897BH30F03,3,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4359,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0964,NBGAV0960,B1J59P,B,2022-02-09 23:10:09,SX897BH30F03,4,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4349,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0965,NBGAV0960,B1J59Q,B,2022-02-09 23:10:09,SX897BH30F03,5,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4363,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0966,NBGAV0960,B1J59R,B,2022-02-09 23:10:09,SX897BH30F03,6,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4352,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0967,NBGAV0960,B1J59S,B,2022-02-09 23:10:09,SX897BH30F03,7,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4369,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0968,NBGAV0960,B1J59T,B,2022-02-09 23:10:09,SX897BH30F03,8,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4357,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV0969,NBGAV0960,B1J59U,B,2022-02-09 23:10:09,SX897BH30F03,9,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4357,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096A,NBGAV0960,B1J59V,B,2022-02-09 23:10:09,SX897BH30F03,10,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4360,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096B,NBGAV0960,B1J59W,B,2022-02-09 23:10:09,SX897BH30F03,11,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4365,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096C,NBGAV0960,B1J59X,B,2022-02-09 23:10:09,SX897BH30F03,12,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4359,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096D,NBGAV0960,B1J59Y,B,2022-02-09 23:10:09,SX897BH30F03,13,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4366,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096E,NBGAV0960,B1J59Z,B,2022-02-09 23:10:09,SX897BH30F03,14,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4341,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096F,NBGAV0960,B1J5A0,B,2022-02-09 23:10:09,SX897BH30F03,15,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4344,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096G,NBGAV0960,B1J5A1,B,2022-02-09 23:10:09,SX897BH30F03,16,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4369,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096H,NBGAV0960,B1J5A2,B,2022-02-09 23:10:09,SX897BH30F03,17,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4372,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096I,NBGAV0960,B1J5A3,B,2022-02-09 23:10:09,SX897BH30F03,18,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4252,5,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096J,NBGAV0960,B1J5A4,B,2022-02-09 23:10:09,SX897BH30F03,19,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4268,6,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096K,NBGAV0960,B1J5A5,B,2022-02-09 23:10:09,SX897BH30F03,20,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4257,8,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096L,NBGAV0960,B1J5A6,B,2022-02-09 23:10:09,SX897BH30F03,21,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4374,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096M,NBGAV0960,B1J5A7,B,2022-02-09 23:10:09,SX897BH30F03,22,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4325,4,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096N,NBGAV0960,B1J5A8,B,2022-02-09 23:10:09,SX897BH30F03,23,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4364,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAV096O,NBGAV0960,B1J5A9,B,2022-02-09 23:10:09,SX897BH30F03,24,4082,TC-CSP,TC_DPX,외관검사기#10, ,4377,4280,5,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0941,NBGAU0940,A1D5PV,B,2022-02-09 23:24:40,SX806AH60F01,18,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5080,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0942,NBGAU0940,A1D5PW,B,2022-02-09 23:24:40,SX806AH60F01,19,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5085,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0943,NBGAU0940,A1D5PX,B,2022-02-09 23:24:40,SX806AH60F01,22,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5086,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0944,NBGAU0940,A1D5PY,B,2022-02-09 23:24:40,SX806AH60F01,20,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5083,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0945,NBGAU0940,A1D5PZ,B,2022-02-09 23:24:40,SX806AH60F01,1,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5085,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0946,NBGAU0940,A1D5Q0,B,2022-02-09 23:24:40,SX806AH60F01,21,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5066,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0947,NBGAU0940,A1D5Q1,B,2022-02-09 23:24:40,SX806AH60F01,13,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5088,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0948,NBGAU0940,A1D5Q2,B,2022-02-09 23:24:40,SX806AH60F01,2,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5086,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU0949,NBGAU0940,A1D5Q3,B,2022-02-09 23:24:40,SX806AH60F01,3,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5086,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094A,NBGAU0940,A1D5Q4,B,2022-02-09 23:24:40,SX806AH60F01,12,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5086,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094B,NBGAU0940,A1D5Q5,B,2022-02-09 23:24:40,SX806AH60F01,4,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5078,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094C,NBGAU0940,A1D5Q6,B,2022-02-09 23:24:40,SX806AH60F01,5,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5083,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094D,NBGAU0940,A1D5Q7,B,2022-02-09 23:24:40,SX806AH60F01,11,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5084,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094E,NBGAU0940,A1D5Q8,B,2022-02-09 23:24:40,SX806AH60F01,6,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5083,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094F,NBGAU0940,A1D5Q9,B,2022-02-09 23:24:40,SX806AH60F01,7,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5065,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094G,NBGAU0940,A1D5QA,B,2022-02-09 23:24:40,SX806AH60F01,10,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5059,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094H,NBGAU0940,A1D5QB,B,2022-02-09 23:24:40,SX806AH60F01,8,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5085,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094I,NBGAU0940,A1D5QC,B,2022-02-09 23:24:40,SX806AH60F01,14,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5087,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094J,NBGAU0940,A1D5QD,B,2022-02-09 23:24:40,SX806AH60F01,9,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5042,8,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094K,NBGAU0940,A1D5QE,B,2022-02-09 23:24:40,SX806AH60F01,15,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5055,9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094L,NBGAU0940,A1D5QF,B,2022-02-09 23:24:40,SX806AH60F01,16,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5085,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094M,NBGAU0940,A1D5QG,B,2022-02-09 23:24:40,SX806AH60F01,24,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5076,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094N,NBGAU0940,A1D5QH,B,2022-02-09 23:24:40,SX806AH60F01,23,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,5080,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAU094O,NBGAU0940,A1D5QI,B,2022-02-09 23:24:40,SX806AH60F01,17,4974,TC-CSP,TC_DPX,외관검사기#12, ,5093,4890,45,157,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
NBGAT0G21,NBGAT0G20,C0NMY7,B,2022-02-09 23:41:16,SX806AH60F01,24,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5021,8,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G22,NBGAT0G20,C0NMY8,B,2022-02-09 23:41:16,SX806AH60F01,22,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5011,6,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G23,NBGAT0G20,C0NMY9,B,2022-02-09 23:41:16,SX806AH60F01,2,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5052,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G24,NBGAT0G20,C0NMYA,B,2022-02-09 23:41:16,SX806AH60F01,1,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5003,1,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G25,NBGAT0G20,C0NMYB,B,2022-02-09 23:41:16,SX806AH60F01,3,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5050,2,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G26,NBGAT0G20,C0NMYC,B,2022-02-09 23:41:16,SX806AH60F01,5,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5026,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G27,NBGAT0G20,C0NMYD,B,2022-02-09 23:41:16,SX806AH60F01,4,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5052,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G28,NBGAT0G20,C0NMYE,B,2022-02-09 23:41:16,SX806AH60F01,6,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5042,2,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G29,NBGAT0G20,C0NMYF,B,2022-02-09 23:41:16,SX806AH60F01,8,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5042,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2A,NBGAT0G20,C0NMYG,B,2022-02-09 23:41:16,SX806AH60F01,7,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5043,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2B,NBGAT0G20,C0NMYH,B,2022-02-09 23:41:16,SX806AH60F01,9,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5034,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2C,NBGAT0G20,C0NMYI,B,2022-02-09 23:41:16,SX806AH60F01,10,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5007,3,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2D,NBGAT0G20,C0NMYJ,B,2022-02-09 23:41:16,SX806AH60F01,12,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5029,1,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2E,NBGAT0G20,C0NMYK,B,2022-02-09 23:41:16,SX806AH60F01,13,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5030,2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2F,NBGAT0G20,C0NMYL,B,2022-02-09 23:41:16,SX806AH60F01,11,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5018,2,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2G,NBGAT0G20,C0NMYM,B,2022-02-09 23:41:16,SX806AH60F01,14,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5015,2,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2H,NBGAT0G20,C0NMYN,B,2022-02-09 23:41:16,SX806AH60F01,15,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5032,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2I,NBGAT0G20,C0NMYO,B,2022-02-09 23:41:16,SX806AH60F01,16,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5036,2,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2J,NBGAT0G20,C0NMYP,B,2022-02-09 23:41:16,SX806AH60F01,18,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,4997,3,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2K,NBGAT0G20,C0NMYQ,B,2022-02-09 23:41:16,SX806AH60F01,17,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5025,1,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2L,NBGAT0G20,C0NMYR,B,2022-02-09 23:41:16,SX806AH60F01,19,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5041,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBGAT0G2M,NBGAT0G20,C0NMYS,B,2022-02-09 23:41:16,SX806AH60F01,21,4974,TC-CSP,TC_DPX,외관검사기#9, ,5093,5005,5,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
